date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,showrooms_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,quality_arrivals
"Aug 29, 2023",Model_A,1462,614,762,4,1,11,2910,4290,1902,1618,0,80,401,377,1301,3962,1484
"Sep 17, 2023",Model_A,1865,675,272,6,0,16,3266,4549,1969,1585,0,528,376,461,1409,4176,1880
"Aug 30, 2023",Model_F,290,121,153,9,1,0,1284,1624,776,427,0,28,249,35,539,1488,296
"Sep 29, 2023",Model_C,741,226,65,4,0,2,1328,1795,1307,206,0,57,170,96,739,1634,744
"Oct 18, 2023",Model_F,335,114,78,7,0,2,997,1298,791,369,0,7,201,21,479,1192,336
"Nov 15, 2023",Model_F,235,74,81,3,0,0,780,1072,666,253,0,5,82,80,404,992,238
"Oct 23, 2023",Model_B,877,317,132,2,3,4,797,1447,720,470,0,46,152,6,547,1293,885
"Jan 3, 2023",Model_B,918,326,148,2,1,8,759,1305,1060,30,0,13,169,7,476,1199,926
"Dec 14, 2023",Model_C,488,141,72,0,1,0,1024,1317,746,337,0,84,119,65,475,1221,490
"Nov 12, 2023",Model_D,553,218,91,2,1,2,1798,2219,858,526,0,26,159,329,762,2075,557
"Dec 18, 2023",Model_F,196,59,39,3,0,4,805,1001,585,310,0,12,66,88,320,931,198
"Feb 6, 2023",Model_F,463,178,89,7,0,2,1246,1596,1065,292,0,2,120,168,525,1488,467
"Feb 7, 2023",Model_A,1801,683,204,4,0,6,2576,3524,1843,1341,0,14,297,118,1150,3270,1813
"Feb 12, 2023",Model_A,1813,720,222,3,1,2,2916,3923,1963,1573,0,23,371,160,1117,3620,1821
"Dec 28, 2023",Model_B,730,260,107,2,0,2,684,1227,627,393,0,34,174,8,417,1126,739
"Jan 19, 2023",Model_E,607,214,69,2,0,2,1173,1363,913,262,0,2,174,160,454,1260,610
"Feb 10, 2023",Model_A,1737,676,204,1,1,0,2745,3698,1935,1367,0,62,334,139,1235,3428,1749
"Mar 28, 2023",Model_F,357,96,129,0,0,0,1666,1998,977,482,0,85,215,262,693,1883,359
"Jul 31, 2023",Model_B,1190,360,199,1,4,13,1039,1845,896,585,0,67,249,9,688,1646,1200
"Aug 13, 2023",Model_D,815,297,124,8,2,2,1525,2092,1168,551,0,60,217,112,741,1893,823
"Sep 1, 2023",Model_C,943,309,205,3,1,8,1720,2470,1105,861,0,123,300,96,871,2233,951
"Sep 22, 2023",Model_E,329,107,53,4,0,2,403,867,628,52,0,12,101,5,340,807,329
"Jun 21, 2023",Model_C,1031,232,170,4,1,8,959,1764,899,553,0,64,170,14,691,1610,1037
"Oct 12, 2023",Model_F,314,106,74,1,0,0,1036,1288,828,385,0,7,204,17,450,1191,315
"Jan 25, 2023",Model_F,349,115,82,11,0,0,894,1143,812,245,0,6,71,122,387,1043,350
"Nov 10, 2023",Model_B,701,242,113,1,0,4,638,1168,531,419,0,44,133,6,454,1064,710
"Jul 11, 2023",Model_F,427,143,265,8,1,4,2223,2839,1053,877,0,554,264,197,984,2630,432
"Feb 13, 2023",Model_B,1067,403,192,3,2,2,1511,2166,845,946,0,54,217,14,768,1993,1077
"Feb 14, 2023",Model_F,463,147,60,6,0,0,1685,2015,1008,521,0,34,153,386,592,1910,468
"Mar 1, 2023",Model_A,1796,695,268,8,1,20,2913,3950,1916,1486,0,136,326,154,1249,3637,1816
"Mar 9, 2023",Model_E,214,71,43,1,0,0,893,1078,650,203,0,16,118,126,351,1016,215
"Jan 14, 2023",Model_A,1800,692,180,5,0,6,2796,3720,2049,1296,0,12,341,141,1063,3414,1813
"Jul 17, 2023",Model_F,434,116,170,5,0,0,1628,1954,942,784,0,45,171,181,692,1788,436
"Apr 18, 2023",Model_C,1038,267,96,3,0,6,953,1560,662,590,0,79,178,7,671,1411,1042
"Apr 22, 2023",Model_E,240,82,55,3,0,2,906,1050,716,189,0,7,135,111,324,987,243
"Jan 22, 2023",Model_C,1151,339,147,3,2,0,1795,2389,1120,1015,0,16,244,25,769,2180,1160
"Jan 29, 2023",Model_A,1721,717,173,1,0,12,2989,3819,2106,1406,0,4,336,165,1043,3543,1733
"Oct 18, 2023",Model_A,1781,643,170,5,0,6,2644,3768,2154,994,0,24,339,310,1259,3446,1791
"Sep 29, 2023",Model_A,1341,456,83,3,0,11,2279,3115,2070,621,0,32,331,353,1026,2861,1347
"Mar 2, 2023",Model_A,1892,705,256,5,1,33,2758,3884,1910,1432,0,63,388,168,1284,3567,1905
"Mar 19, 2023",Model_B,1208,385,144,3,0,11,1342,1969,925,737,0,51,198,12,639,1810,1218
"Mar 26, 2023",Model_F,372,111,155,0,0,2,2285,2739,1224,637,0,297,233,373,795,2617,373
"Apr 2, 2023",Model_A,1675,556,190,7,2,2,2405,3308,1763,1231,0,20,303,386,960,3049,1691
"Dec 4, 2023",Model_D,564,189,77,3,0,2,2203,2604,810,398,0,51,143,439,775,2464,565
"Oct 30, 2023",Model_A,1562,505,128,2,0,4,2491,3412,2262,689,0,29,309,294,1201,3110,1568
"Oct 29, 2023",Model_A,1356,481,145,4,1,8,2339,3209,1762,961,0,25,326,339,989,2949,1366
"Feb 13, 2023",Model_D,1091,432,170,8,4,4,2008,2681,1296,936,0,133,229,85,1014,2384,1099
"Sep 20, 2023",Model_D,808,312,107,1,1,4,1670,2283,1116,610,0,55,236,142,894,2111,813
"Feb 3, 2023",Model_C,1160,327,142,14,1,6,1884,2527,1109,844,0,12,247,11,882,2316,1168
"Mar 31, 2023",Model_E,242,68,79,2,0,2,864,1014,737,141,0,8,109,128,335,948,245
"May 21, 2023",Model_E,331,110,28,0,0,0,94,553,274,120,0,4,62,2,192,518,332
"Jun 4, 2023",Model_D,707,282,142,4,0,4,1837,2318,1157,602,0,52,173,413,805,2132,710
"Jun 24, 2023",Model_A,1219,478,180,2,0,6,2091,2840,1552,897,0,87,253,256,865,2627,1231
"Jul 11, 2023",Model_A,1513,556,186,5,0,16,2439,3318,1965,1005,0,26,291,306,1156,3035,1524
"May 5, 2023",Model_C,968,247,78,2,0,2,851,1420,700,438,0,94,163,7,554,1285,971
"Feb 28, 2023",Model_E,333,110,85,3,0,0,919,1123,756,187,0,23,130,152,386,1039,333
"Feb 18, 2023",Model_C,1244,377,166,5,0,4,1998,2681,1037,1072,0,118,254,18,846,2435,1249
"Mar 2, 2023",Model_D,1111,417,164,4,0,2,2309,3004,1182,871,0,260,238,63,1151,2719,1119
"Mar 5, 2023",Model_B,1205,476,284,1,2,22,1642,2335,1011,889,0,53,216,18,712,2128,1223
"Mar 16, 2023",Model_D,954,357,155,5,1,6,1606,2291,1277,571,0,128,219,54,888,2066,964
"Apr 3, 2023",Model_D,999,308,152,5,1,6,2206,2837,1167,597,0,108,241,395,1075,2597,1003
"Oct 11, 2023",Model_E,267,87,27,4,0,2,322,739,397,224,0,4,81,2,302,692,268
"Oct 21, 2023",Model_D,833,316,100,4,0,2,2571,3095,936,596,0,49,182,543,927,2883,839
"May 28, 2023",Model_E,246,99,20,0,0,0,60,383,209,92,0,1,57,0,154,365,247
"Jun 1, 2023",Model_F,311,103,86,1,0,3,1223,1512,867,368,0,12,117,169,530,1401,313
"Jan 29, 2023",Model_B,1202,434,139,3,0,6,1430,2050,1065,739,0,6,220,14,661,1896,1210
"Jan 31, 2023",Model_B,1021,378,191,1,2,2,1244,1831,880,680,0,5,207,15,616,1653,1036
"Sep 7, 2023",Model_A,2096,436,221,2,0,12,3320,4425,2021,1720,0,74,402,406,1439,4088,2110
"Sep 16, 2023",Model_D,673,252,165,3,0,4,1745,2377,1101,581,0,99,187,182,851,2163,678
"Sep 19, 2023",Model_F,323,130,149,5,0,4,1475,1786,786,577,0,26,304,27,610,1676,329
"Mar 23, 2023",Model_E,249,73,38,3,1,0,960,1092,733,219,0,10,102,100,377,1023,250
"Oct 27, 2023",Model_B,725,209,111,1,0,4,628,1226,582,399,0,70,148,7,480,1097,736
"Dec 1, 2023",Model_D,528,197,60,0,1,0,2134,2475,712,377,0,36,157,484,774,2334,533
"Dec 23, 2023",Model_E,132,40,18,5,0,0,263,481,186,224,0,4,51,3,150,456,133
"Feb 24, 2023",Model_A,1821,759,249,1,2,22,2832,3854,1894,1531,0,35,340,198,1212,3523,1833
"Mar 5, 2023",Model_E,354,118,83,6,0,0,1123,1344,893,220,0,12,140,181,369,1289,355
"Jun 3, 2023",Model_C,718,217,101,2,0,0,719,1220,605,373,0,64,134,5,442,1101,723
"Mar 29, 2023",Model_B,980,313,171,1,1,8,884,1464,670,524,0,63,169,11,518,1356,991
"Dec 18, 2023",Model_D,492,180,57,3,0,0,2198,2524,761,341,0,44,147,528,696,2405,494
"Dec 21, 2023",Model_F,156,40,42,2,0,0,765,959,516,334,0,5,79,81,303,897,157
"Jan 24, 2023",Model_D,900,361,155,4,1,6,1643,2293,1180,785,0,27,265,73,829,2053,908
"Jun 17, 2023",Model_C,757,222,99,2,0,2,787,1312,632,441,0,66,154,11,441,1178,757
"Jun 21, 2023",Model_A,1614,467,181,5,3,4,2302,3220,1966,875,0,28,300,305,1028,2978,1630
"Aug 4, 2023",Model_D,894,319,130,5,1,2,1527,2210,1057,703,0,87,234,125,836,1997,902
"Oct 4, 2023",Model_C,760,250,124,4,0,6,1381,1894,1159,447,0,34,192,73,729,1727,761
"Feb 19, 2023",Model_B,1149,461,234,5,3,24,1733,2378,865,1137,0,89,235,19,732,2213,1161
"Feb 26, 2023",Model_D,986,416,142,7,1,8,1687,2355,1253,685,0,124,237,55,821,2084,995
"Feb 17, 2023",Model_A,1834,741,254,4,0,20,2855,3836,2006,1466,0,55,336,153,1228,3510,1846
"Mar 5, 2023",Model_F,440,161,192,5,0,0,1875,2244,1303,442,0,56,219,280,645,2120,441
"Jan 26, 2023",Model_C,1109,307,142,11,1,0,1617,2277,1125,848,0,15,293,11,839,2056,1115
"May 17, 2023",Model_C,1036,204,85,2,0,6,918,1524,797,405,0,66,163,5,601,1373,1042
"Jun 4, 2023",Model_F,228,76,68,2,1,2,1097,1320,686,358,0,18,117,180,398,1236,230
"Mar 10, 2023",Model_B,729,277,178,0,1,4,994,1440,639,521,0,68,164,8,492,1353,743
"Feb 6, 2023",Model_D,1197,449,186,3,2,15,2165,2885,1373,1044,0,39,346,79,1048,2563,1204
"Feb 9, 2023",Model_B,1232,437,164,2,0,10,1670,2342,843,899,0,133,282,12,783,2138,1243
"Jan 30, 2023",Model_A,1872,621,191,2,0,2,2747,3663,2117,1190,0,15,323,131,1131,3402,1882
"Mar 15, 2023",Model_E,244,82,60,2,0,0,1048,1199,849,161,0,1,124,100,389,1120,246
"Feb 22, 2023",Model_C,1287,363,152,3,1,13,1817,2570,1121,897,0,122,234,13,960,2329,1292
"Mar 1, 2023",Model_F,513,178,224,11,0,2,2857,3209,1132,467,0,1234,165,780,939,3032,519
"Jan 27, 2023",Model_A,1657,588,191,2,0,8,2572,3422,1974,1115,0,7,310,128,1090,3161,1672
"Apr 5, 2023",Model_E,231,80,55,5,1,4,905,1044,701,195,0,9,125,114,348,981,235
"Jan 24, 2023",Model_E,362,123,72,6,0,6,900,1047,735,180,0,3,107,132,377,985,365
"Feb 11, 2023",Model_F,508,197,108,2,0,2,1875,2211,1319,429,0,67,152,325,508,2099,510
"Mar 6, 2023",Model_E,391,152,66,8,0,4,1161,1388,917,255,0,17,144,212,482,1302,394
"Apr 7, 2023",Model_E,203,69,51,1,0,0,849,934,637,167,0,7,134,115,259,881,204
"Apr 10, 2023",Model_C,1072,317,125,7,0,4,1067,1641,950,424,0,50,172,14,590,1497,1075
"Mar 26, 2023",Model_E,252,75,59,0,0,0,1232,1362,816,262,0,172,120,107,370,1297,254
"Apr 7, 2023",Model_A,1475,491,155,4,0,10,2471,3178,1639,1242,0,20,295,422,894,2967,1487
"Apr 30, 2023",Model_C,982,249,88,3,0,2,836,1355,869,216,0,63,167,7,512,1225,986
"Feb 21, 2023",Model_C,1257,377,131,7,0,6,1878,2623,1129,979,0,100,237,17,932,2342,1264
"Jul 1, 2023",Model_A,1406,528,140,3,1,2,2122,2885,1570,999,0,15,296,237,838,2684,1420
"Aug 26, 2023",Model_F,231,110,171,4,0,2,1309,1684,748,405,0,80,309,29,527,1563,233
"Mar 3, 2023",Model_B,1011,407,232,4,0,22,1351,1980,892,651,0,61,202,13,711,1814,1023
"Mar 10, 2023",Model_E,135,44,52,0,0,0,715,838,568,140,0,8,75,82,271,803,136
"May 4, 2023",Model_A,1702,549,176,2,0,6,2435,3308,2090,875,0,20,283,397,1061,3036,1725
"Sep 18, 2023",Model_E,387,126,68,8,0,0,488,1073,536,325,0,23,109,2,431,1008,388
"Apr 25, 2023",Model_E,204,65,46,5,0,0,870,1013,658,225,0,4,115,111,377,929,206
"Jul 30, 2023",Model_C,867,222,127,2,0,10,952,1502,712,548,0,29,204,5,533,1365,876
"Oct 8, 2023",Model_F,248,99,94,0,0,0,888,1147,658,360,0,15,202,25,368,1041,249
"Feb 4, 2023",Model_A,1856,727,209,4,0,4,2912,3785,1993,1460,0,14,329,146,1155,3493,1863
"Nov 3, 2023",Model_A,1517,547,116,0,0,6,2425,3340,1894,914,0,23,350,283,1148,3063,1525
"Dec 14, 2023",Model_F,181,56,32,0,0,0,722,923,534,257,0,10,80,81,309,866,181
"Apr 22, 2023",Model_A,1531,516,161,2,1,2,2355,3224,1967,930,0,13,296,433,974,2977,1544
"Mar 11, 2023",Model_C,1660,439,296,5,2,6,2569,3552,1618,937,0,233,315,26,1140,3220,1672
"Mar 12, 2023",Model_D,1458,515,302,1,1,2,2567,3531,1679,829,0,200,351,83,1244,3132,1463
"Mar 25, 2023",Model_B,1125,377,154,0,1,0,1319,1855,920,644,0,42,184,14,615,1688,1136
"Apr 15, 2023",Model_F,306,115,96,5,0,0,1081,1379,750,298,0,25,170,164,451,1270,310
"Dec 19, 2023",Model_F,175,40,53,3,0,0,832,1027,516,380,0,12,97,74,337,970,175
"Dec 9, 2023",Model_C,408,138,68,0,1,0,970,1272,675,394,0,28,140,53,416,1185,411
"Aug 8, 2023",Model_C,930,248,111,1,0,4,1401,1958,1087,596,0,67,200,65,741,1790,934
"Sep 2, 2023",Model_C,830,265,212,1,0,8,1564,2215,964,894,0,68,218,97,769,2013,839
"Oct 6, 2023",Model_D,744,257,98,4,0,0,2252,2685,959,481,0,40,209,343,852,2530,746
"Aug 30, 2023",Model_D,900,371,671,4,3,8,1792,2996,1387,622,0,134,274,159,1141,2695,919
"Feb 1, 2023",Model_A,1744,609,196,1,0,6,2586,3507,1984,1177,0,10,324,117,1155,3230,1754
"Sep 8, 2023",Model_F,304,112,177,3,0,4,1643,2015,866,569,0,23,362,35,716,1868,305
"Apr 15, 2023",Model_C,1024,294,88,2,0,2,985,1550,681,578,0,63,174,7,570,1414,1026
"Nov 14, 2023",Model_C,1015,323,592,4,0,18,2726,3626,1318,559,0,64,532,84,1129,3396,1021
"Nov 25, 2023",Model_A,1181,408,498,2,0,2,1945,2935,1324,943,0,87,370,275,943,2691,1195
"Mar 8, 2023",Model_B,803,308,209,0,1,8,1027,1608,717,607,0,63,149,19,570,1486,811
"Apr 8, 2023",Model_D,871,283,141,3,2,8,2422,2924,1095,1037,0,76,215,466,1029,2710,876
"May 2, 2023",Model_D,916,266,97,3,1,0,1820,2450,1243,745,0,96,227,422,1000,2213,922
"Jun 1, 2023",Model_D,853,274,134,4,1,0,1893,2458,1207,626,0,61,228,369,915,2256,860
"May 17, 2023",Model_F,314,96,77,2,0,6,1169,1537,913,312,0,25,126,188,553,1432,314
"Apr 25, 2023",Model_F,290,77,83,2,0,0,1236,1559,869,326,0,9,242,179,545,1457,290
"May 12, 2023",Model_E,338,120,43,1,0,3,153,686,367,127,0,17,76,1,252,651,341
"May 14, 2023",Model_B,992,314,299,1,1,12,975,1745,750,540,0,74,170,15,623,1597,1003
"May 26, 2023",Model_A,1454,459,111,1,0,8,1996,2754,1755,717,0,17,240,342,934,2554,1465
"May 31, 2023",Model_B,870,292,170,2,2,4,768,1382,786,361,0,66,142,5,513,1251,881
"Mar 24, 2023",Model_D,918,328,127,0,0,4,1518,2146,1193,489,0,164,202,67,826,1893,926
"Feb 25, 2023",Model_C,1165,353,159,6,1,10,1802,2441,1034,1027,0,112,256,29,840,2202,1172
"Feb 19, 2023",Model_F,346,150,113,6,0,0,1549,1868,946,495,0,27,163,282,507,1741,348
"Apr 6, 2023",Model_E,222,73,68,5,0,0,875,1020,693,180,0,5,129,119,347,950,223
"Apr 22, 2023",Model_F,306,97,104,3,0,2,1256,1639,912,339,0,7,256,196,464,1516,310
"Apr 28, 2023",Model_B,898,320,127,4,3,6,724,1239,579,455,0,57,117,8,450,1133,910
"May 9, 2023",Model_D,1294,425,348,5,0,10,3211,4017,1606,655,0,156,260,300,1402,3664,1300
"May 19, 2023",Model_A,1407,466,665,1,0,6,2704,3851,2083,917,0,31,371,380,1232,3592,1417
"Feb 22, 2023",Model_F,394,130,132,3,2,0,1531,1863,969,407,0,58,147,301,595,1720,397
"Mar 4, 2023",Model_A,1868,738,293,6,0,22,3056,4091,1982,1623,0,36,364,184,1205,3776,1882
"Mar 1, 2023",Model_D,1255,478,159,10,0,2,2881,3532,1261,838,0,677,228,67,1290,3203,1264
"Mar 18, 2023",Model_A,1899,680,168,5,0,6,2915,3928,1705,1871,0,29,341,159,1131,3576,1913
"May 31, 2023",Model_E,316,119,40,0,0,0,78,585,389,106,0,6,67,1,251,541,318
"Jun 12, 2023",Model_D,677,251,136,4,0,0,1476,2031,1158,463,0,84,195,298,782,1873,680
"Jun 18, 2023",Model_C,803,241,134,1,0,6,887,1444,762,422,0,66,165,11,487,1334,806
"May 25, 2023",Model_B,862,286,166,2,1,6,702,1312,641,410,0,69,170,8,473,1207,874
"Jun 20, 2023",Model_D,7,0,0,0,0,0,1553,1563,978,360,0,32,112,309,577,1470,7
"Jun 30, 2023",Model_D,897,323,116,5,0,2,1545,2084,1261,459,0,50,206,189,752,1887,900
"Dec 4, 2023",Model_A,1403,259,97,3,0,4,2245,2998,1602,702,0,22,334,351,954,2752,1415
"Dec 15, 2023",Model_A,1190,426,125,2,0,12,1977,2709,1377,755,0,40,311,314,907,2490,1195
"Apr 4, 2023",Model_C,1253,325,131,8,0,4,1098,1825,785,697,0,85,232,10,768,1624,1260
"Dec 20, 2023",Model_E,221,51,26,3,0,0,304,595,306,189,0,8,67,4,225,559,221
"Apr 4, 2023",Model_D,954,341,158,12,0,4,2210,2815,1136,669,0,85,364,502,1069,2565,961
"Apr 14, 2023",Model_D,970,353,144,2,1,6,2395,2946,1262,832,0,114,248,525,1114,2711,974
"Mar 20, 2023",Model_F,440,150,165,0,0,4,2303,2740,1333,691,0,57,163,522,936,2575,442
"Nov 25, 2023",Model_F,113,35,40,0,0,0,545,713,362,239,0,6,79,57,206,664,113
"Dec 3, 2023",Model_C,527,162,92,0,0,2,1116,1457,813,392,0,26,173,60,424,1368,529
"Jul 7, 2023",Model_B,965,311,60,1,0,8,780,1264,567,464,0,29,156,2,472,1156,970
"Jul 19, 2023",Model_C,862,255,151,3,1,6,861,1424,738,500,0,40,140,5,559,1278,867
"Jun 19, 2023",Model_E,374,121,89,2,0,5,127,902,434,187,0,4,102,7,359,858,377
"Jul 3, 2023",Model_F,492,125,141,4,0,10,1797,2125,913,798,0,43,193,201,770,1941,495
"Dec 1, 2023",Model_B,554,205,89,0,0,4,463,885,408,274,0,17,125,3,321,828,560
"Dec 10, 2023",Model_A,1214,398,119,2,0,4,2179,2865,1340,884,0,20,365,369,804,2631,1227
"May 1, 2023",Model_B,938,376,166,2,1,6,806,1331,620,512,0,49,140,7,456,1247,951
"Feb 19, 2023",Model_C,1102,418,152,6,0,10,1903,2496,1015,1006,0,77,235,6,737,2306,1111
"Apr 23, 2023",Model_C,982,272,123,3,0,4,946,1517,776,493,0,69,152,9,548,1387,986
"Apr 21, 2023",Model_A,1520,481,166,4,0,6,2310,3175,1830,965,0,27,320,423,1020,2954,1536
"Apr 30, 2023",Model_E,371,170,29,0,0,4,122,536,375,65,0,2,71,2,199,505,374
"May 4, 2023",Model_F,376,113,109,4,2,2,1246,1669,929,315,0,32,231,146,596,1551,382
"May 20, 2023",Model_C,790,194,111,0,0,4,826,1335,616,411,0,58,156,8,482,1228,791
"Apr 18, 2023",Model_D,932,279,131,5,0,6,2088,2711,1007,952,0,96,238,429,1079,2508,936
"May 10, 2023",Model_E,476,159,36,3,0,7,126,749,350,121,0,50,101,5,269,711,482
"Jun 9, 2023",Model_A,1339,448,6,3,0,10,2117,2734,1763,645,0,27,277,375,884,2530,1350
"May 23, 2023",Model_C,1079,281,99,5,0,8,908,1523,806,438,0,61,162,6,623,1345,1085
"Mar 28, 2023",Model_B,1111,354,161,1,1,2,1292,1935,851,677,0,83,243,15,658,1759,1126
"Feb 23, 2023",Model_B,999,382,218,0,1,8,1736,2305,784,1183,0,81,182,12,809,2162,1009
"Feb 21, 2023",Model_E,287,110,68,5,0,0,852,1043,698,207,0,7,119,133,372,983,288
"Mar 2, 2023",Model_E,532,170,78,3,0,0,1380,1713,1062,299,0,51,182,228,630,1609,534
"Aug 31, 2023",Model_D,1178,475,1390,4,10,16,4435,5793,1393,688,0,2722,329,517,1823,5360,1207
"Mar 30, 2023",Model_D,984,338,154,5,1,6,1454,2143,1153,595,0,144,182,187,836,1933,991
"Jun 19, 2023",Model_C,936,267,183,4,0,2,944,1682,877,519,0,84,171,17,677,1529,942
"Jun 29, 2023",Model_C,978,291,142,8,0,6,887,1524,784,529,0,48,134,6,598,1362,983
"Mar 19, 2023",Model_E,216,63,46,1,0,0,1011,1149,767,243,0,6,105,98,308,1099,216
"Mar 29, 2023",Model_F,332,94,135,2,1,0,2069,2453,1072,457,0,81,215,596,744,2314,338
"Jul 21, 2023",Model_F,391,101,193,6,1,2,1790,2072,931,719,0,54,162,225,702,1914,393
"Jul 24, 2023",Model_B,1093,323,174,0,2,10,890,1621,797,516,0,72,174,6,627,1484,1107
"Apr 3, 2023",Model_F,403,103,100,5,0,3,998,1354,901,289,0,14,118,111,523,1246,406
"Oct 3, 2023",Model_E,279,117,64,6,0,2,392,743,419,178,0,12,95,4,313,689,281
"Oct 25, 2023",Model_C,780,252,108,4,2,4,1520,2070,1170,591,0,35,197,78,767,1910,785
"Jan 31, 2023",Model_F,375,123,44,8,0,0,869,1142,779,246,0,5,101,99,417,1052,378
"Jan 27, 2023",Model_D,1018,404,153,5,1,4,1934,2561,1279,960,0,21,298,64,915,2294,1027
"Jun 25, 2023",Model_F,302,82,254,5,0,4,1895,2204,710,477,0,442,214,280,778,2041,304
"Jan 21, 2023",Model_E,405,170,73,7,0,0,1012,1161,795,238,0,1,141,130,344,1095,406
"Mar 18, 2023",Model_C,1122,296,102,6,1,2,1583,2197,1184,632,0,75,204,11,738,1992,1129
"Jul 8, 2023",Model_A,1406,458,158,2,0,9,2302,3037,1784,968,0,19,273,283,884,2811,1421
"Jul 25, 2023",Model_C,1069,252,117,5,0,2,1002,1713,897,522,0,74,197,7,685,1533,1074
"Feb 3, 2023",Model_E,345,125,63,5,0,2,919,1072,721,199,0,2,131,142,354,1010,348
"Feb 7, 2023",Model_F,427,161,61,7,0,0,1233,1578,1016,301,0,2,104,170,517,1467,428
"Feb 3, 2023",Model_F,393,123,68,4,0,0,1163,1478,866,292,0,2,99,177,467,1358,394
"Feb 8, 2023",Model_A,1790,683,223,5,1,4,2567,3485,1815,1224,0,60,344,130,1106,3227,1799
"Feb 12, 2023",Model_F,476,179,81,3,0,0,1679,2001,1146,384,0,25,125,329,499,1898,479
"Feb 28, 2023",Model_C,1905,581,248,8,1,13,3449,4255,1417,546,0,1756,242,22,1207,3981,1910
"Jul 10, 2023",Model_A,1455,469,88,0,0,6,2289,3093,1845,903,0,13,309,278,1005,2826,1470
"Jul 7, 2023",Model_F,337,97,160,4,0,6,1391,1694,725,648,0,20,169,173,597,1559,338
"Jul 26, 2023",Model_A,1682,503,210,3,1,9,2793,3830,1974,1146,0,235,388,321,1218,3497,1696
"Aug 1, 2023",Model_A,1568,522,198,3,2,10,2500,3476,1836,1139,0,77,365,279,1145,3173,1581
"Aug 4, 2023",Model_F,428,155,165,2,0,4,1601,1991,957,606,0,42,168,183,706,1804,435
"Aug 10, 2023",Model_E,415,152,58,9,0,6,338,1111,475,342,0,23,104,2,412,1053,419
"Jul 28, 2023",Model_C,851,210,112,2,1,2,874,1424,672,543,0,56,139,5,534,1296,854
"Aug 7, 2023",Model_F,336,110,128,3,1,7,1446,1777,858,520,0,26,156,184,623,1647,343
"Aug 13, 2023",Model_B,1191,421,188,1,1,8,1006,1766,754,674,0,79,229,11,626,1582,1209
"Feb 3, 2023",Model_A,1779,703,235,3,1,0,2761,3722,2023,1360,0,5,314,125,1216,3417,1791
"Jun 6, 2023",Model_D,760,257,139,3,0,4,1757,2297,1124,542,0,106,194,358,811,2126,764
"May 30, 2023",Model_E,350,115,41,1,0,0,94,483,322,79,0,5,57,2,226,455,354
"Jun 4, 2023",Model_A,1449,523,156,0,0,6,2221,2983,1692,873,0,26,326,343,897,2750,1462
"May 30, 2023",Model_C,929,227,126,1,1,4,824,1390,841,304,0,49,149,9,533,1255,935
"Jun 3, 2023",Model_E,268,96,39,1,0,2,75,498,256,143,0,4,78,3,191,461,269
"Jan 1, 2023",Model_E,191,85,54,6,0,0,600,685,565,10,0,2,95,78,173,653,195
"May 17, 2023",Model_E,409,138,33,1,0,2,125,629,308,124,0,6,87,1,270,598,412
"Mar 16, 2023",Model_A,1913,666,191,4,0,10,2957,3971,1848,1758,0,34,291,141,1273,3652,1923
"Jun 13, 2023",Model_B,822,314,158,0,1,4,774,1438,733,415,0,72,154,14,544,1307,832
"Jun 22, 2023",Model_D,600,175,132,3,0,0,1737,2096,1147,607,0,44,177,369,796,1939,601
"May 12, 2023",Model_C,999,255,99,1,0,2,954,1541,776,426,0,89,167,11,625,1419,1004
"Jun 6, 2023",Model_F,332,108,77,4,0,2,1033,1343,785,277,0,13,119,175,477,1235,335
"Jun 8, 2023",Model_C,874,252,112,4,0,4,802,1413,741,369,0,79,177,10,557,1259,876
"Jun 12, 2023",Model_F,11,4,99,0,0,0,1102,1217,777,242,0,15,100,159,445,1138,13
"Jun 14, 2023",Model_F,357,111,196,4,2,3,1209,1532,869,365,0,20,181,162,588,1388,363
"Jun 20, 2023",Model_E,368,130,69,0,0,4,116,836,427,198,0,5,81,5,349,774,368
"Jan 15, 2023",Model_B,1071,395,193,3,0,14,942,1601,776,548,0,10,197,9,526,1446,1077
"Jan 20, 2023",Model_F,374,129,60,2,0,0,834,1114,787,220,0,3,94,100,385,1046,377
"Jan 9, 2023",Model_C,1157,372,155,7,0,14,1495,2210,1811,39,0,23,274,13,880,1964,1163
"Jan 20, 2023",Model_A,1728,656,178,3,2,10,2594,3515,2013,1184,0,11,294,123,1132,3229,1746
"Apr 20, 2023",Model_A,1518,458,147,4,2,6,2225,2993,1624,1069,0,21,267,381,890,2797,1530
"May 14, 2023",Model_F,263,83,86,2,0,2,1074,1452,808,251,0,27,203,186,484,1343,267
"Jun 7, 2023",Model_A,1439,467,174,3,4,4,2225,3070,2019,684,0,18,278,375,946,2818,1458
"May 13, 2023",Model_E,295,106,21,0,0,0,89,556,293,93,0,8,69,0,182,530,296
"Jun 22, 2023",Model_C,827,182,162,1,1,6,1017,1493,764,489,0,42,155,5,586,1353,831
"Jul 9, 2023",Model_E,316,120,46,2,0,6,250,859,409,290,0,4,97,1,296,816,319
"Jul 4, 2023",Model_C,878,276,152,6,1,4,953,1552,780,516,0,75,143,9,584,1408,881
