date,Useable Date,model,start_configuration,complete_configuration,finance_calculator_visits,test_drives_submitted,finance_calc_leads_submitted,request_a_quote_form_submitted,car_model_visits,visits,natural_search_visits,paid_search_visits,paid_social_visits,email_visits,direct_visits,bounces,return_visitors,unique_visitors,Engine Type
"Jul 14, 2024",2024-07-14,Model_D,511,191,209,2,0,2,1475,1912,607,967,175,29,178,48,704,1765,ICE
"Jul 18, 2024",2024-07-18,Model_D,642,229,194,3,0,2,1532,2043,762,880,146,88,187,53,763,1846,ICE
"Jul 22, 2024",2024-07-22,Model_D,821,326,228,4,0,2,1767,2397,935,951,179,97,227,43,919,2155,ICE
"Jul 26, 2024",2024-07-26,Model_D,552,221,236,3,0,4,1402,1922,681,839,185,61,164,37,737,1786,ICE
"Jul 30, 2024",2024-07-30,Model_D,606,203,193,9,0,10,1780,2263,685,1182,142,63,195,68,847,2105,ICE
"Aug 3, 2024",2024-08-03,Model_D,613,245,180,4,0,6,1600,2042,628,1058,133,48,195,74,767,1898,ICE
"Aug 7, 2024",2024-08-07,Model_D,667,251,187,9,0,11,1667,2188,808,984,101,86,226,72,804,2021,ICE
"Aug 11, 2024",2024-08-11,Model_D,660,238,185,5,0,0,1873,2372,760,1191,185,62,200,91,852,2185,ICE
"Aug 15, 2024",2024-08-15,Model_D,966,408,7,7,0,8,2159,2576,860,1203,242,96,217,73,946,2367,ICE
"Aug 19, 2024",2024-08-19,Model_D,1004,422,309,8,0,15,2246,2883,962,1258,324,105,268,74,1078,2642,ICE
"Aug 23, 2024",2024-08-23,Model_D,952,387,624,13,0,8,1975,2983,884,918,308,630,242,73,1031,2728,ICE
"Aug 27, 2024",2024-08-27,Model_D,720,264,437,11,0,8,1462,2198,897,768,225,135,195,35,838,2019,ICE
"Aug 31, 2024",2024-08-31,Model_D,667,270,371,10,0,4,1354,1986,785,678,244,107,193,40,719,1823,ICE
"Sep 4, 2024",2024-09-04,Model_D,607,234,146,13,0,6,1446,1860,648,875,102,58,178,44,668,1732,ICE
"Sep 8, 2024",2024-09-08,Model_D,710,283,181,5,0,4,1611,2110,677,1013,120,66,258,62,693,1926,ICE
"Sep 12, 2024",2024-09-12,Model_D,671,247,191,13,0,0,1559,2043,659,1035,113,83,181,49,804,1885,ICE
"Sep 16, 2024",2024-09-16,Model_D,617,224,180,16,0,2,1363,1847,615,921,102,62,166,56,727,1692,ICE
"Sep 20, 2024",2024-09-20,Model_D,578,225,164,11,0,6,1512,1948,617,975,142,51,180,54,741,1806,ICE
"Sep 24, 2024",2024-09-24,Model_D,635,230,189,14,0,0,1543,2029,659,981,153,66,177,66,733,1884,ICE
"Sep 28, 2024",2024-09-28,Model_D,618,253,169,11,0,4,1613,2076,634,1100,115,45,225,93,750,1894,ICE
"Oct 2, 2024",2024-10-02,Model_D,558,206,112,13,0,6,1215,1571,643,618,133,39,170,42,602,1453,ICE
"Oct 6, 2024",2024-10-06,Model_D,554,207,118,8,0,2,1652,1987,620,882,296,21,198,53,658,1863,ICE
"Oct 10, 2024",2024-10-10,Model_D,521,191,118,9,0,2,1347,1714,603,739,156,77,174,46,604,1590,ICE
"Oct 14, 2024",2024-10-14,Model_D,607,249,124,9,0,4,1442,1850,688,776,170,65,158,47,664,1703,ICE
"Oct 18, 2024",2024-10-18,Model_D,509,182,111,10,0,0,1364,1780,631,690,229,70,160,55,645,1659,ICE
"Oct 22, 2024",2024-10-22,Model_D,579,208,121,15,0,8,1492,1849,612,767,288,38,165,60,682,1708,ICE
"Oct 26, 2024",2024-10-26,Model_D,1,1,0,2,0,0,1590,1617,576,739,221,13,349,4,571,1501,ICE
"Oct 30, 2024",2024-10-30,Model_D,474,197,158,8,0,4,1174,1500,522,549,196,108,224,33,526,1416,ICE
"Nov 3, 2024",2024-11-03,Model_D,494,210,117,10,0,6,993,1302,608,510,10,28,155,37,424,1199,ICE
"Nov 7, 2024",2024-11-07,Model_D,521,214,86,8,0,3,1077,1435,612,446,180,62,138,55,537,1295,ICE
"Nov 11, 2024",2024-11-11,Model_D,502,208,137,7,0,2,1181,1534,611,507,212,43,165,69,618,1408,ICE
"Nov 15, 2024",2024-11-15,Model_D,488,198,99,8,0,4,1087,1415,558,490,161,43,161,37,516,1306,ICE
"Nov 19, 2024",2024-11-19,Model_D,13,7,4,1,0,0,24,35,11,14,1,0,6,0,14,34,ICE
"Jan 3, 2024",2024-01-03,Model_F,369,98,71,12,0,0,1007,1425,881,326,7,11,173,110,507,1298,BEV
"Jan 7, 2024",2024-01-07,Model_F,291,71,306,3,0,0,844,1442,749,460,59,23,160,66,480,1349,BEV
"Jan 11, 2024",2024-01-11,Model_F,384,99,686,12,0,0,936,1992,894,695,103,60,242,83,656,1883,BEV
"Jan 15, 2024",2024-01-15,Model_F,292,92,630,9,0,4,812,1744,790,675,66,11,200,80,582,1622,BEV
"Jan 19, 2024",2024-01-19,Model_F,291,72,392,10,0,0,865,1618,778,499,67,95,158,82,546,1509,BEV
"Jan 23, 2024",2024-01-23,Model_F,291,79,454,10,0,0,785,1532,705,553,80,14,176,72,506,1435,BEV
"Jan 27, 2024",2024-01-27,Model_F,255,65,0,3,0,0,716,959,563,235,36,12,106,65,324,869,BEV
"Jan 31, 2024",2024-01-31,Model_F,400,135,2,11,0,4,1298,1649,831,277,305,8,216,112,590,1521,BEV
"Feb 4, 2024",2024-02-04,Model_F,286,95,0,6,0,0,1073,1464,622,371,239,9,217,96,530,1389,BEV
"Feb 8, 2024",2024-02-08,Model_F,331,127,0,10,0,0,1686,2017,693,612,220,324,221,50,637,1901,BEV
"Feb 12, 2024",2024-02-12,Model_F,332,78,1,10,0,2,1365,1680,747,635,185,24,175,50,592,1548,BEV
"Feb 16, 2024",2024-02-16,Model_F,275,70,0,11,0,2,1228,1561,620,586,149,93,165,55,549,1478,BEV
"Feb 20, 2024",2024-02-20,Model_F,290,83,0,10,0,2,972,1235,696,369,53,7,120,40,460,1160,BEV
"Feb 24, 2024",2024-02-24,Model_F,227,69,0,12,0,6,1153,1392,523,284,485,11,96,44,457,1316,BEV
"Feb 28, 2024",2024-02-28,Model_F,302,93,0,10,0,2,1325,1615,713,305,239,274,106,82,602,1500,BEV
"Mar 3, 2024",2024-03-03,Model_F,229,65,0,8,0,2,1051,1303,531,385,268,6,132,57,402,1247,BEV
"Mar 7, 2024",2024-03-07,Model_F,293,86,118,15,0,0,1196,1525,724,419,245,18,125,68,563,1405,BEV
"Mar 11, 2024",2024-03-11,Model_F,292,98,128,7,0,4,1098,1569,811,371,267,20,107,110,550,1442,BEV
"Mar 15, 2024",2024-03-15,Model_F,248,70,77,11,0,4,1011,1366,663,378,192,11,130,66,476,1273,BEV
"Mar 19, 2024",2024-03-19,Model_F,214,58,55,8,0,7,935,1200,593,302,210,12,93,62,429,1115,BEV
"Mar 23, 2024",2024-03-23,Model_F,218,69,53,5,0,2,1011,1331,594,403,243,3,106,73,379,1245,BEV
"Mar 27, 2024",2024-03-27,Model_F,353,95,67,6,0,0,1190,1520,691,404,243,5,178,75,497,1391,BEV
"Mar 31, 2024",2024-03-31,Model_F,164,51,0,5,0,2,823,1022,476,282,171,2,86,70,300,955,BEV
"Apr 4, 2024",2024-04-04,Model_F,392,100,50,10,0,0,819,1119,728,252,1,4,136,40,444,989,BEV
"Apr 8, 2024",2024-04-08,Model_F,308,84,62,7,0,0,884,1236,709,280,46,8,170,61,477,1136,BEV
"Apr 12, 2024",2024-04-12,Model_F,328,86,36,5,0,2,840,1125,528,348,46,6,132,87,427,1040,BEV
"Apr 16, 2024",2024-04-16,Model_F,355,96,47,7,0,0,978,1315,632,394,115,20,138,89,511,1190,BEV
"Apr 20, 2024",2024-04-20,Model_F,278,71,32,4,0,0,888,1165,533,415,59,3,139,73,414,1053,BEV
"Apr 24, 2024",2024-04-24,Model_F,288,69,55,9,0,0,995,1294,627,393,93,11,168,71,478,1175,BEV
"Apr 28, 2024",2024-04-28,Model_F,251,68,49,8,0,8,912,1167,525,380,89,5,156,47,408,1083,BEV
"May 2, 2024",2024-05-02,Model_F,347,100,53,11,0,2,997,1296,676,308,105,8,189,65,452,1173,BEV
"May 6, 2024",2024-05-06,Model_F,308,85,80,12,0,0,1225,1725,748,388,337,38,225,83,551,1606,BEV
"May 10, 2024",2024-05-10,Model_F,289,88,30,9,0,0,981,1268,566,315,164,14,176,68,468,1171,BEV
"May 14, 2024",2024-05-14,Model_F,320,85,43,13,0,0,890,1256,673,337,59,15,149,59,492,1138,BEV
"May 18, 2024",2024-05-18,Model_F,239,64,43,7,0,0,727,1031,557,249,64,12,130,62,350,938,BEV
"May 22, 2024",2024-05-22,Model_F,316,75,50,15,0,2,918,1262,746,256,62,13,158,64,472,1147,BEV
"May 26, 2024",2024-05-26,Model_F,289,90,48,14,0,0,832,1144,598,268,60,6,139,90,376,1051,BEV
"May 30, 2024",2024-05-30,Model_F,357,119,56,7,0,2,1251,1541,627,287,454,8,147,102,510,1414,BEV
"Jun 3, 2024",2024-06-03,Model_F,345,67,60,7,0,0,1133,1466,689,361,223,12,177,83,541,1350,BEV
"Jun 7, 2024",2024-06-07,Model_F,343,76,51,2,0,0,946,1262,555,325,188,6,150,62,523,1148,BEV
"Jun 11, 2024",2024-06-11,Model_F,360,106,99,2,0,0,1014,1355,624,340,201,13,157,44,512,1241,BEV
"Jun 15, 2024",2024-06-15,Model_F,312,93,120,7,0,2,1021,1333,437,351,227,161,147,63,465,1227,BEV
"Jun 19, 2024",2024-06-19,Model_F,302,60,71,7,0,6,951,1222,555,288,181,21,136,41,454,1115,BEV
"Jun 23, 2024",2024-06-23,Model_F,245,83,88,5,0,2,1190,1448,424,269,589,7,139,57,416,1356,BEV
"Jun 27, 2024",2024-06-27,Model_F,336,100,137,4,0,4,1194,1528,540,322,465,13,132,69,487,1420,BEV
"Jul 1, 2024",2024-07-01,Model_F,355,126,86,11,0,0,974,1271,734,330,8,5,175,42,462,1158,BEV
"Jul 5, 2024",2024-07-05,Model_F,360,84,159,9,0,2,1178,1528,724,273,368,2,170,46,542,1423,BEV
"Jul 13, 2024",2024-07-13,Model_E,252,105,92,6,0,0,916,1205,541,323,197,19,196,22,423,1117,BEV
"Jul 17, 2024",2024-07-17,Model_E,344,134,97,10,0,4,874,1265,628,308,153,31,203,29,488,1155,BEV
"Jul 21, 2024",2024-07-21,Model_E,278,107,94,3,0,7,809,1158,547,340,121,11,216,30,377,1068,BEV
"Jul 25, 2024",2024-07-25,Model_E,407,127,93,15,0,4,1016,1419,759,377,108,26,241,29,540,1316,BEV
"Jul 29, 2024",2024-07-29,Model_E,379,122,78,7,0,0,846,1210,633,281,125,30,194,17,495,1109,BEV
"Aug 2, 2024",2024-08-02,Model_E,303,83,63,11,0,2,825,1217,649,301,121,16,188,23,477,1129,BEV
"Aug 6, 2024",2024-08-06,Model_E,366,123,94,5,0,2,877,1303,638,355,121,29,235,28,492,1189,BEV
"Aug 10, 2024",2024-08-10,Model_E,272,93,70,7,0,0,786,1151,541,294,142,14,212,17,387,1054,BEV
"Aug 14, 2024",2024-08-14,Model_E,359,111,84,8,0,4,913,1339,751,285,118,20,217,19,494,1233,BEV
"Aug 18, 2024",2024-08-18,Model_E,318,105,99,12,0,2,987,1342,659,336,130,8,257,28,441,1238,BEV
"Aug 22, 2024",2024-08-22,Model_E,417,131,82,11,0,0,1014,1494,771,365,97,77,266,25,587,1358,BEV
"Aug 26, 2024",2024-08-26,Model_E,270,89,98,10,0,3,848,1222,650,245,127,29,216,26,455,1136,BEV
"Aug 30, 2024",2024-08-30,Model_E,463,146,113,18,0,2,1076,1561,857,309,153,29,296,35,608,1412,BEV
"Sep 3, 2024",2024-09-03,Model_E,437,118,106,12,0,6,1080,1529,786,361,133,38,254,34,599,1405,BEV
"Sep 7, 2024",2024-09-07,Model_E,377,120,134,13,0,2,995,1447,700,346,170,25,288,27,548,1324,BEV
"Sep 11, 2024",2024-09-11,Model_E,439,140,110,12,0,2,1055,1532,844,365,119,21,273,38,608,1405,BEV
"Sep 15, 2024",2024-09-15,Model_E,351,138,97,5,0,2,1078,1451,654,527,141,5,251,68,479,1333,BEV
"Sep 19, 2024",2024-09-19,Model_E,349,110,86,12,0,2,959,1375,694,367,127,22,239,34,518,1257,BEV
"Sep 23, 2024",2024-09-23,Model_E,392,111,84,16,0,6,989,1466,774,357,128,30,254,32,581,1350,BEV
"Sep 27, 2024",2024-09-27,Model_E,303,123,87,7,0,0,919,1360,673,336,145,13,274,22,503,1246,BEV
"Oct 1, 2024",2024-10-01,Model_E,389,121,83,15,0,6,978,1396,746,317,111,8,279,36,542,1273,BEV
"Oct 5, 2024",2024-10-05,Model_E,405,141,101,16,0,3,1159,1617,646,595,149,21,253,37,605,1471,BEV
"Oct 9, 2024",2024-10-09,Model_E,529,176,118,14,0,0,1096,1669,723,610,63,26,282,49,679,1518,BEV
"Oct 13, 2024",2024-10-13,Model_E,368,139,87,7,0,2,1056,1463,562,606,86,10,251,41,513,1336,BEV
"Oct 17, 2024",2024-10-17,Model_E,366,126,107,19,0,6,1144,1622,722,565,73,25,397,16,661,1490,BEV
"Oct 21, 2024",2024-10-21,Model_E,475,173,289,14,0,2,1000,1694,765,375,252,61,330,9,657,1546,BEV
"Oct 25, 2024",2024-10-25,Model_E,465,152,242,15,0,4,863,1514,709,396,146,48,285,11,608,1358,BEV
"Jul 12, 2024",2024-07-12,Model_E,281,93,102,8,0,4,986,1347,627,364,178,29,211,22,491,1250,BEV
"Jul 16, 2024",2024-07-16,Model_E,354,111,94,5,0,0,917,1301,688,352,112,23,215,15,505,1195,BEV
"Jul 20, 2024",2024-07-20,Model_E,300,140,105,9,0,4,964,1300,599,388,142,33,238,20,429,1219,BEV
"Jul 24, 2024",2024-07-24,Model_E,326,90,83,15,0,2,914,1336,714,324,110,38,214,30,506,1244,BEV
"Jul 28, 2024",2024-07-28,Model_E,208,66,63,5,0,0,714,974,481,277,96,11,171,24,320,905,BEV
"Aug 1, 2024",2024-08-01,Model_E,361,109,69,8,0,2,896,1306,726,297,99,18,222,23,486,1207,BEV
"Aug 5, 2024",2024-08-05,Model_E,391,110,98,8,0,2,910,1377,726,351,112,23,227,21,527,1266,BEV
"Aug 9, 2024",2024-08-09,Model_E,351,100,95,11,0,0,863,1280,676,306,128,10,224,20,497,1204,BEV
"Aug 13, 2024",2024-08-13,Model_E,368,111,91,10,0,2,949,1414,710,321,143,44,229,26,554,1294,BEV
"Aug 17, 2024",2024-08-17,Model_E,279,94,81,12,0,0,924,1240,588,386,125,8,207,22,408,1150,BEV
"Aug 21, 2024",2024-08-21,Model_E,414,147,108,12,0,2,1081,1599,797,428,106,73,285,20,611,1485,BEV
"Aug 25, 2024",2024-08-25,Model_E,244,82,86,8,0,0,767,1092,598,233,105,12,204,22,392,1025,BEV
"Aug 29, 2024",2024-08-29,Model_E,553,196,129,14,0,0,1203,1747,923,338,184,57,332,24,705,1585,BEV
"Sep 2, 2024",2024-09-02,Model_E,468,167,61,9,0,6,1146,1590,882,349,131,26,275,29,632,1456,BEV
"Sep 6, 2024",2024-09-06,Model_E,450,140,105,13,0,2,985,1474,772,349,138,28,255,27,589,1371,BEV
"Sep 10, 2024",2024-09-10,Model_E,419,145,165,11,0,6,1095,1654,838,412,122,31,301,37,632,1535,BEV
"Sep 14, 2024",2024-09-14,Model_E,337,120,84,7,0,0,1057,1430,601,538,121,10,273,67,488,1332,BEV
"Sep 18, 2024",2024-09-18,Model_E,351,121,63,19,0,2,967,1370,648,405,138,23,238,36,544,1282,BEV
"Sep 22, 2024",2024-09-22,Model_E,333,123,54,9,0,0,1019,1391,617,428,180,13,248,30,489,1314,BEV
"Sep 26, 2024",2024-09-26,Model_E,357,132,62,9,0,6,878,1316,626,354,121,25,264,21,550,1221,BEV
"Sep 30, 2024",2024-09-30,Model_E,384,126,92,15,0,0,951,1436,716,359,138,16,259,18,534,1345,BEV
"Oct 4, 2024",2024-10-04,Model_E,473,144,101,13,0,2,1260,1775,815,584,143,20,254,46,728,1637,BEV
"Oct 8, 2024",2024-10-08,Model_E,462,155,92,14,0,2,1055,1638,747,580,81,23,246,42,669,1477,BEV
"Oct 12, 2024",2024-10-12,Model_E,405,139,80,12,0,0,1125,1569,643,630,71,17,266,34,568,1441,BEV
"Oct 16, 2024",2024-10-16,Model_E,373,121,87,11,0,4,1112,1549,723,563,63,26,337,17,603,1400,BEV
"Oct 20, 2024",2024-10-20,Model_E,477,172,409,13,0,4,1274,2032,702,691,373,72,363,12,757,1846,BEV
"Oct 24, 2024",2024-10-24,Model_E,438,149,289,17,0,4,901,1560,671,366,211,110,282,7,626,1422,BEV
"Oct 28, 2024",2024-10-28,Model_E,474,166,213,23,0,0,873,1571,750,419,150,43,278,7,653,1452,BEV
"Nov 1, 2024",2024-11-01,Model_E,437,163,229,14,0,2,912,1464,747,307,153,29,305,6,566,1312,BEV
"Nov 5, 2024",2024-11-05,Model_E,525,184,520,19,0,13,1161,2125,831,286,166,560,352,14,843,1937,BEV
"Nov 9, 2024",2024-11-09,Model_E,444,160,232,21,0,4,977,1574,744,371,138,50,357,7,600,1411,BEV
"Nov 13, 2024",2024-11-13,Model_E,434,167,219,9,0,7,900,1480,719,325,208,33,275,4,620,1352,BEV
"Nov 17, 2024",2024-11-17,Model_E,454,156,202,15,0,13,892,1376,669,364,98,38,285,4,531,1237,BEV
"Jan 1, 2024",2024-01-01,Model_D,397,137,41,7,0,0,1654,1983,677,391,673,21,157,451,615,1853,ICE
"Jan 5, 2024",2024-01-05,Model_D,829,295,876,16,1,0,1948,3385,1050,883,1029,102,333,265,1176,3186,ICE
"Jan 9, 2024",2024-01-09,Model_D,682,220,838,22,0,8,1428,2777,1053,773,523,70,360,115,1009,2605,ICE
"Jan 13, 2024",2024-01-13,Model_D,764,281,708,15,1,8,1580,2827,1183,763,486,67,357,118,996,2626,ICE
"Jan 17, 2024",2024-01-17,Model_D,807,296,780,24,1,6,1486,2841,1103,804,514,60,343,123,1076,2648,ICE
"Jan 21, 2024",2024-01-21,Model_D,966,336,877,21,0,4,1735,3235,1258,894,582,94,432,128,1138,3042,ICE
"Jan 25, 2024",2024-01-25,Model_D,779,252,198,22,0,8,1399,2100,1023,561,196,75,218,89,796,1947,ICE
"Jan 29, 2024",2024-01-29,Model_D,820,259,2,23,0,6,1466,1965,1107,513,90,64,190,82,756,1815,ICE
"Feb 2, 2024",2024-02-02,Model_D,893,328,0,25,0,0,1415,1928,1071,522,21,90,216,86,746,1726,ICE
"Feb 6, 2024",2024-02-06,Model_D,1074,424,0,20,0,4,2635,3235,1182,1253,435,107,402,59,1243,2933,ICE
"Feb 10, 2024",2024-02-10,Model_D,1311,501,0,16,0,4,2923,3705,1257,1636,273,240,411,85,1454,3312,ICE
"Feb 14, 2024",2024-02-14,Model_D,958,341,0,14,0,4,2471,3079,1135,1351,244,139,310,57,1247,2814,ICE
"Feb 18, 2024",2024-02-18,Model_D,1072,406,0,21,0,4,2607,3283,1182,1480,252,123,384,62,1135,2945,ICE
"Feb 22, 2024",2024-02-22,Model_D,966,286,0,24,0,6,2391,2959,933,866,858,78,210,85,1189,2722,ICE
"Feb 26, 2024",2024-02-26,Model_D,898,314,0,29,0,6,2095,2591,983,903,433,65,209,80,972,2383,ICE
"Mar 1, 2024",2024-03-01,Model_D,840,247,0,14,0,2,1777,2252,826,861,256,103,246,63,881,2068,ICE
"Mar 5, 2024",2024-03-05,Model_D,869,297,98,19,0,4,1716,2291,870,858,230,106,230,60,901,2082,ICE
"Mar 9, 2024",2024-03-09,Model_D,945,343,192,15,0,7,1914,2567,866,1137,300,63,235,75,963,2313,ICE
"Mar 13, 2024",2024-03-13,Model_D,889,329,206,8,0,0,1844,2534,993,975,245,84,237,71,987,2329,ICE
"Mar 17, 2024",2024-03-17,Model_D,930,342,151,5,0,2,2007,2599,944,1175,203,50,273,65,913,2363,ICE
"Mar 21, 2024",2024-03-21,Model_D,948,309,149,15,0,2,1808,2409,925,1120,179,17,196,70,957,2178,ICE
"Jan 4, 2024",2024-01-04,Model_E,329,91,152,10,0,0,961,1569,862,360,73,52,259,13,544,1489,BEV
"Jan 8, 2024",2024-01-08,Model_E,311,71,76,8,0,0,905,1375,815,339,18,8,231,26,510,1275,BEV
"Jan 12, 2024",2024-01-12,Model_E,264,68,112,13,0,0,894,1397,788,361,39,22,226,17,509,1329,BEV
"Jan 16, 2024",2024-01-16,Model_E,315,77,95,15,0,0,815,1310,758,316,24,26,208,20,477,1244,BEV
"Jan 20, 2024",2024-01-20,Model_E,245,67,72,6,0,0,851,1212,656,329,37,25,215,15,412,1163,BEV
"Jan 24, 2024",2024-01-24,Model_E,223,54,66,8,0,2,786,1186,727,245,34,12,192,15,445,1131,BEV
"Jan 28, 2024",2024-01-28,Model_E,222,60,0,2,0,0,716,982,576,251,27,5,169,20,324,922,BEV
"Feb 1, 2024",2024-02-01,Model_E,280,102,0,4,0,2,706,913,516,162,47,2,199,16,364,850,BEV
"Feb 5, 2024",2024-02-05,Model_E,312,119,0,5,0,2,1121,1334,635,286,220,6,216,18,490,1230,BEV
"Feb 9, 2024",2024-02-09,Model_E,237,94,0,13,0,4,1451,1687,586,478,181,200,204,46,573,1576,BEV
"Feb 13, 2024",2024-02-13,Model_E,253,95,0,16,0,4,1216,1717,566,582,179,215,194,39,611,1612,BEV
"Feb 17, 2024",2024-02-17,Model_E,229,79,1,11,0,6,1232,1509,542,625,192,27,176,24,443,1422,BEV
"Feb 21, 2024",2024-02-21,Model_E,227,77,0,11,0,0,1015,1316,647,313,244,16,107,29,484,1228,BEV
"Feb 25, 2024",2024-02-25,Model_E,228,71,0,12,0,0,1118,1380,483,397,346,12,150,38,439,1300,BEV
"Feb 29, 2024",2024-02-29,Model_E,220,68,0,15,0,2,1000,1295,667,293,144,59,121,38,492,1216,BEV
"Mar 4, 2024",2024-03-04,Model_E,223,75,0,17,0,2,880,1166,592,315,116,19,109,31,427,1089,BEV
"Mar 8, 2024",2024-03-08,Model_E,239,81,90,17,0,2,939,1287,600,439,111,11,135,31,470,1186,BEV
"Mar 12, 2024",2024-03-12,Model_E,213,62,119,12,0,3,957,1274,651,346,141,19,114,36,487,1206,BEV
"Mar 16, 2024",2024-03-16,Model_E,187,55,72,6,0,0,988,1283,578,470,87,11,148,45,415,1211,BEV
"Mar 20, 2024",2024-03-20,Model_E,220,73,54,10,0,6,961,1271,604,424,81,14,139,35,483,1178,BEV
"Mar 24, 2024",2024-03-24,Model_E,153,59,56,6,0,0,841,1122,575,358,75,2,123,37,381,1054,BEV
"Oct 29, 2024",2024-10-29,Model_E,386,144,238,14,0,7,796,1432,705,354,135,40,253,8,607,1298,BEV
"Nov 2, 2024",2024-11-02,Model_E,392,152,227,11,0,0,779,1296,613,339,143,32,245,5,512,1178,BEV
"Nov 6, 2024",2024-11-06,Model_E,434,161,258,24,0,2,878,1533,705,273,157,157,283,7,612,1406,BEV
"Nov 10, 2024",2024-11-10,Model_E,444,155,205,20,0,4,1022,1558,736,360,187,27,327,11,590,1417,BEV
"Nov 14, 2024",2024-11-14,Model_E,401,135,186,13,0,6,912,1461,706,329,142,52,286,6,613,1302,BEV
"Nov 18, 2024",2024-11-18,Model_E,476,141,135,11,0,2,916,1427,739,334,88,43,298,7,610,1264,BEV
"Jan 2, 2024",2024-01-02,Model_D,608,197,96,16,0,6,2133,2764,1059,611,766,49,229,512,900,2588,ICE
"Jan 6, 2024",2024-01-06,Model_D,754,280,1134,13,0,4,1604,3271,1128,907,750,64,454,135,1090,3053,ICE
"Jan 10, 2024",2024-01-10,Model_D,701,226,821,16,0,0,1444,2724,1047,725,524,55,372,113,1004,2561,ICE
"Jan 14, 2024",2024-01-14,Model_D,884,303,784,22,0,6,1641,3012,1263,770,535,58,405,122,1092,2773,ICE
"Jan 18, 2024",2024-01-18,Model_D,732,249,707,18,0,4,1435,2690,1116,665,460,59,376,121,1016,2501,ICE
"Jan 22, 2024",2024-01-22,Model_D,893,314,711,22,0,4,1584,2894,1182,732,464,116,395,113,1078,2651,ICE
"Jan 26, 2024",2024-01-26,Model_D,759,229,1,13,0,2,1415,1841,923,535,81,82,186,92,682,1701,ICE
"Jan 30, 2024",2024-01-30,Model_D,867,309,0,15,0,4,1417,1947,1071,501,88,57,196,78,714,1774,ICE
"Feb 3, 2024",2024-02-03,Model_D,937,345,0,22,0,4,1586,2075,1135,586,29,69,247,105,727,1878,ICE
"Feb 7, 2024",2024-02-07,Model_D,1121,397,0,27,0,9,2846,3475,1227,1495,355,110,377,94,1388,3202,ICE
"Feb 11, 2024",2024-02-11,Model_D,1221,446,0,26,0,5,3084,3791,1311,1697,326,162,465,90,1395,3403,ICE
"Feb 15, 2024",2024-02-15,Model_D,1142,456,2,30,0,8,2640,3313,1204,1057,264,530,371,69,1293,3000,ICE
"Feb 19, 2024",2024-02-19,Model_D,1089,365,0,22,0,4,2140,2901,1203,1157,142,151,323,71,1114,2571,ICE
"Feb 23, 2024",2024-02-23,Model_D,934,232,0,15,0,0,1933,2397,871,870,403,65,198,70,984,2201,ICE
"Feb 27, 2024",2024-02-27,Model_D,1328,474,0,18,0,12,3925,4448,858,1037,424,1866,327,140,1463,4192,ICE
"Mar 2, 2024",2024-03-02,Model_D,684,32,0,11,0,4,1986,2373,864,965,293,59,227,62,864,2223,ICE
"Mar 6, 2024",2024-03-06,Model_D,821,298,207,20,0,8,1856,2514,888,1034,304,73,236,67,966,2295,ICE
"Mar 10, 2024",2024-03-10,Model_D,799,262,218,10,0,6,2007,2589,848,1154,320,43,258,70,906,2394,ICE
"Mar 14, 2024",2024-03-14,Model_D,923,317,194,9,0,13,1922,2565,904,1096,265,89,235,66,988,2326,ICE
"Mar 18, 2024",2024-03-18,Model_D,823,307,176,14,0,2,1963,2520,946,1175,153,48,228,88,985,2266,ICE
"Mar 22, 2024",2024-03-22,Model_D,862,279,162,8,0,4,1946,2464,838,1260,125,32,234,66,900,2261,ICE
"Mar 25, 2024",2024-03-25,Model_D,847,294,184,9,0,2,1961,2577,838,1332,133,21,276,90,992,2357,ICE
"Mar 29, 2024",2024-03-29,Model_D,737,266,146,3,0,2,1730,2241,824,1040,165,15,215,65,811,2041,ICE
"Apr 2, 2024",2024-04-02,Model_D,756,277,199,5,0,6,1797,2236,876,1135,5,21,229,64,857,2060,ICE
"Apr 6, 2024",2024-04-06,Model_D,653,239,163,9,0,4,1436,1906,841,829,21,7,229,62,652,1700,ICE
"Apr 10, 2024",2024-04-10,Model_D,531,96,166,10,0,5,1386,1826,726,712,9,78,235,83,660,1683,ICE
"Apr 14, 2024",2024-04-14,Model_D,473,89,114,6,0,6,1161,1512,557,630,11,6,198,88,574,1409,ICE
"Apr 18, 2024",2024-04-18,Model_D,497,73,142,4,0,2,1380,1830,815,749,36,10,233,51,685,1690,ICE
"Apr 22, 2024",2024-04-22,Model_D,765,247,149,7,0,0,1455,1980,861,861,27,11,224,71,767,1787,ICE
"Apr 26, 2024",2024-04-26,Model_D,700,221,154,6,0,4,1506,2041,891,829,55,33,234,72,740,1837,ICE
"Apr 30, 2024",2024-04-30,Model_D,644,220,174,12,0,6,1359,1882,967,548,27,75,253,66,696,1727,ICE
"May 4, 2024",2024-05-04,Model_D,677,260,153,4,0,4,1351,1903,857,734,26,81,236,80,680,1695,ICE
"May 8, 2024",2024-05-08,Model_D,628,208,150,6,0,4,1204,1730,805,621,21,40,259,54,688,1570,ICE
"May 12, 2024",2024-05-12,Model_D,549,231,141,7,0,0,1134,1580,672,677,18,9,227,54,528,1449,ICE
"May 16, 2024",2024-05-16,Model_D,812,283,193,9,0,16,1611,2314,888,725,177,277,248,63,817,2107,ICE
"May 20, 2024",2024-05-20,Model_D,753,260,182,15,0,17,1345,2038,828,694,162,63,276,51,748,1826,ICE
